,Date,Unix,Ticker,Price,stock_p_change,SP500,sp500_p_change,Difference,DE Ratio,Trailing P/E,Price/Sales,Price/Book,Profit Margin,Operating Margin,Return on Assets,Return on Equity,Revenue Per Share,Market Cap,Enterprise Value,Forward P/E,PEG Ratio,Enterprise Value/Revenue,Enterprise Value/EBITDA,Revenue,Gross Profit,EBITDA,Net Income Avl to Common ,Diluted EPS,Earnings Growth,Revenue Growth,Total Cash,Total Cash Per Share,Total Debt,Current Ratio,Book Value Per Share,Cash Flow,Beta,Held by Insiders,Held by Institutions,Shares Short (as of,Short Ratio,Short % of Float,Shares Short (prior ,Company Type,Status
450,N/A,N/A,shw,N/A,N/A,N/A,N/A,N/A,N/A,32.57,2.94,15.34,9.14,14.95,8.57,65.40,135.97,36940000000.0,48230000000.0,21.84,1.59,3.84,22.89,3.84,5920000000.0,22.89,N/A,12.13,15.60,16.00,210050000.0,2.26,11500000000.0,1.17,25.76,1380000000.0,1.47,12.27,78.19,N/A,2.09,1.77,N/A,Materials,status
451,N/A,N/A,sial,N/A,N/A,N/A,N/A,N/A,N/A,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,N/A,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,N/A,N/A,N/A,N/A,N/A,N/A,Materials,status
452,N/A,N/A,siri,N/A,N/A,N/A,N/A,N/A,N/A,32.59,4.88,6.12,15.47,30.11,11.92,5220000000.0,1.10,25460000000.0,31970000000.0,26.38,1.60,6.12,17.21,6.12,2510000000.0,17.21,N/A,0.17,15.50,9.10,42740000.0,0.01,6460000000.0,0.19,0.22,1720000000.0,1.23,69.69,20.57,N/A,12.83,17.86,N/A,Materials,status
453,N/A,N/A,sjm,N/A,N/A,N/A,N/A,N/A,N/A,24.28,1.79,1.89,7.50,16.23,4.69,7.83,63.84,13130000000.0,18170000000.0,14.15,1.70,2.48,11.30,2.48,2840000000.0,11.30,N/A,4.76,25.40,3.70,185700000.0,1.63,5230000000.0,0.97,61.02,1120000000.0,0.34,4.37,77.73,N/A,4.32,4.19,N/A,Consumer Staples,status
454,N/A,N/A,sks,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Consumer Staples,status
455,N/A,N/A,slb,N/A,N/A,N/A,N/A,N/A,N/A,509.69,3.15,2.27,0.62,8.02,1.83,0.48,20.47,89670000000.0,99650000000.0,29.42,0.96,3.50,15.89,3.50,3700000000.0,15.89,N/A,0.13,6220000000.0,4.20,6220000000.0,4.49,18850000000.0,1.57,28.54,4930000000.0,0.79,0.09,81.53,N/A,2.81,1.61,N/A,Energy,status
456,N/A,N/A,slm,N/A,N/A,N/A,N/A,N/A,N/A,18.37,5.52,2.54,32.84,53.75,1.67,12.91,2.08,4920000000.0,6480000000.0,13.09,0.64,7.27,32.84,7.27,272400000.0,32.84,N/A,0.62,23.40,21.40,1320000000.0,3.06,2880000000.0,1.37,4.49,197640000.0,1.36,0.77,101.36,N/A,6.21,4.26,N/A,Energy,status
457,N/A,N/A,sna,N/A,N/A,N/A,N/A,N/A,N/A,17.42,2.50,3.39,14.95,23.38,11.70,21.44,66.11,9590000000.0,10710000000.0,2.50,2.50,2.79,11.02,2.79,1910000000.0,11.02,N/A,9.66,9.40,6.10,88900000.0,1.54,1110000000.0,1.89,49.58,591900000.0,1.02,1.05,105.33,N/A,8.22,9.16,N/A,Consumer Discretionary,status
458,N/A,N/A,sndk,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Consumer Discretionary,status
459,N/A,N/A,sne,N/A,N/A,N/A,N/A,N/A,N/A,47.81,0.81,2.40,1.69,6.53,1.86,5.87,55.92,57150000000.0,52430000000.0,17.46,0.23,0.74,7.36,0.74,7130000000.0,7.36,N/A,0.95,282.10,15.20,18740000000.0,14.83,12050000000.0,0.84,18.95,7590000000.0,1.97,0.00,6.90,N/A,2.08,0.00,N/A,Consumer Discretionary,status
460,N/A,N/A,sni,N/A,N/A,N/A,N/A,N/A,N/A,16.98,3.08,4.25,18.21,39.51,13.16,32.63,26.74,10690000000.0,13470000000.0,15.21,2.09,3.88,8.76,3.88,2210000000.0,8.76,N/A,4.85,26.80,3.60,131560000.0,1.01,2980000000.0,4.15,19.37,1700000000.0,1.58,9.46,86.76,N/A,2.49,12.95,N/A,Consumer Discretionary,status
461,N/A,N/A,snts,N/A,N/A,N/A,N/A,N/A,N/A,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,N/A,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,N/A,N/A,N/A,N/A,N/A,N/A,Consumer Discretionary,status
462,N/A,N/A,so,N/A,N/A,N/A,N/A,N/A,N/A,84.06,2.27,2.19,2.71,10.28,1.46,2.66,22.95,51300000000.0,100920000000.0,16.87,6.68,4.46,17.93,4.46,8670000000.0,17.93,N/A,0.61,1430000000.0,21.80,1430000000.0,1.43,50190000000.0,0.69,23.38,5500000000.0,0.02,0.03,55.62,N/A,4.71,2.24,N/A,Utilities,status
463,N/A,N/A,spg,N/A,N/A,N/A,N/A,N/A,N/A,28.93,10.59,13.70,32.10,49.90,5.49,40.92,17.54,58140000000.0,73020000000.0,23.67,2.77,13.30,18.16,13.30,4460000000.0,18.16,N/A,5.61,16.10,3.50,488610000.0,1.57,23420000000.0,0.27,11.85,3490000000.0,0.56,0.67,97.64,N/A,7.96,5.54,N/A,Real Estate,status
464,N/A,N/A,spls,N/A,N/A,N/A,N/A,N/A,N/A,10.26,10.26,10.26,10.26,10.26,10.26,10.26,10.26,10.26,10.26,10.26,10.26,10.26,10.26,10.26,10.26,10.26,N/A,10.26,10.26,10.26,10.26,10.26,10.26,10.26,10.26,10.26,10.26,N/A,N/A,N/A,N/A,N/A,N/A,Real Estate,status
465,N/A,N/A,srcl,N/A,N/A,N/A,N/A,N/A,N/A,14.88,1.58,2.08,0.06,14.95,4.75,0.06,42.35,5710000000.0,8480000000.0,14.88,1.64,2.35,10.90,2.35,1500000000.0,10.90,N/A,0.25,44190000.0,2.90,44190000.0,0.52,2860000000.0,0.87,32.22,538890000.0,0.05,1.27,99.22,N/A,0.00,0.00,N/A,Industrials,status
466,N/A,N/A,sre,N/A,N/A,N/A,N/A,N/A,N/A,17.82,2.76,2.27,15.51,21.10,3.14,12.97,43.72,30270000000.0,48480000000.0,21.71,2.33,4.42,13.06,4.42,3360000000.0,13.06,N/A,6.76,518.80,17.50,0.89,0.89,18320000000.0,0.46,53.12,3290000000.0,0.52,0.12,86.23,N/A,3.6,2.20,N/A,Utilities,status
467,N/A,N/A,sti,N/A,N/A,N/A,N/A,N/A,N/A,16.48,3.49,1.33,22.91,35.90,0.96,7.94,17.23,29500000000.0,34960000000.0,13.96,1.68,4.14,22.91,4.14,1860000000.0,22.91,N/A,3.76,7.30,7.60,13230000000.0,27.48,18010000000.0,46.51,46.51,2360000000.0,1.47,0.31,82.50,N/A,2.6,1.96,N/A,Financials,status
468,N/A,N/A,stj,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Financials,status
469,N/A,N/A,stt,N/A,N/A,N/A,N/A,N/A,N/A,17.63,3.33,1.89,21.44,26.01,0.92,10.32,27.80,35410000000.0,11490000000.0,3.33,3.33,1.08,21.44,1.08,2089999999.9999998,21.44,N/A,5.42,0.20,9.30,74970000000.0,200.48,27830000000.0,50.45,50.45,1280000000.0,1.37,0.77,93.18,N/A,2.46,1.21,N/A,Financials,status
470,N/A,N/A,stx,N/A,N/A,N/A,N/A,N/A,N/A,15.16,1.05,8.37,7.17,12.11,9.32,52.21,36.39,11320000000.0,13740000000.0,9.42,0.53,1.28,6.69,1.28,3210000000.0,6.69,N/A,2.58,62.90,9.30,2540000000.0,8.82,5020000000.0,1.83,4.67,1920000000.0,1.66,54.11,0.00,N/A,5.51,17.46,N/A,Information Technology,status
471,N/A,N/A,stz,N/A,N/A,N/A,N/A,N/A,N/A,25.11,5.73,5.39,0.00,32.69,7460000000.0,7460000000.0,37.92,42770000000.0,25.11,23.56,1.52,0.00,0.00,0.00,3530000000.0,0.00,N/A,8.70,126300000.0,3530000000.0,126300000.0,8950000000.0,8950000000.0,40.54,40.54,1750000000.0,0.01,6.05,86.78,N/A,2.36,2.16,N/A,Consumer Staples,status
472,N/A,N/A,swk,N/A,N/A,N/A,N/A,N/A,N/A,21.61,2.19,3.72,9.92,12.55,5.30,17.34,80.02,25880000000.0,29770000000.0,20.33,2.12,2.52,15.60,2.52,4269999999.9999995,15.60,N/A,7.81,2.10,10.10,539500000.0,3.52,4460000000.0,1.25,45.38,1190000000.0,1.24,0.63,87.14,N/A,2.23,1.52,N/A,Consumer Discretionary,status
473,N/A,N/A,swn,N/A,N/A,N/A,N/A,N/A,N/A,8.08,1.08,2.17,9.46,22.63,5.82,26.37,6.10,3220000000.0,6490000000.0,8.08,0.65,2.17,5.94,2.17,1840000000.0,5.94,N/A,0.95,1110000000.0,55.40,1110000000.0,2.23,4380000000.0,1.92,0.20,141250000.0,1.24,1.62,89.44,N/A,2.53,13.46,N/A,Consumer Discretionary,status
474,N/A,N/A,swy,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Consumer Discretionary,status
475,N/A,N/A,syk,N/A,N/A,N/A,N/A,N/A,N/A,34.79,4.88,5.81,14.22,22.38,8.00,17.77,31.96,58330000000.0,61220000000.0,21.89,2.32,5.12,18.64,5.12,7500000000.0,18.64,N/A,4.48,2.90,6.10,3790000000.0,10.13,7370000000.0,2.39,26.83,1860000000.0,0.53,14.76,76.72,N/A,0.00,0.00,N/A,Health Care,status
476,N/A,N/A,symc,N/A,N/A,N/A,N/A,N/A,N/A,15.32,4.19,5.25,8.68,1.51,0.30,11.52,6.99,18050000000.0,21730000000.0,15.32,2.39,5.04,30.43,5.04,3170000000.0,30.43,N/A,0.61,2310000000.0,32.90,2310000000.0,3.78,6200000000.0,1.02,5.55,1190000000.0,1.08,0.93,98.44,N/A,3.2,4.12,N/A,Information Technology,status
477,N/A,N/A,syy,N/A,N/A,N/A,N/A,N/A,N/A,27.78,0.54,12.86,2.06,4.05,8.12,37.96,101.88,30110000000.0,37800000000.0,19.39,2.48,0.68,12.47,0.68,10560000000.0,12.47,N/A,2.08,41.50,5.70,870210000.0,1.65,8189999999.999999,1.32,4.49,2180000000.0,0.37,0.26,82.86,N/A,4.41,3.10,N/A,Consumer Staples,status
478,N/A,N/A,t,N/A,N/A,N/A,N/A,N/A,N/A,17.15,1.38,1.80,8.12,16.52,4.06,10.81,26.27,224070000000.0,344820000000.0,12.50,1.92,2.13,6.98,2.13,86900000000.0,6.98,N/A,2.13,14.90,1.70,25620000000.0,4.17,146330000000.0,1.12,20.31,39300000000.0,0.48,0.08,57.56,N/A,7.45,2.44,N/A,Telecommunication Services,status
479,N/A,N/A,tap,N/A,N/A,N/A,N/A,N/A,N/A,7.91,1.94,1.41,24.66,14.79,3.57,19.66,40.83,17070000000.0,28420000000.0,16.71,2.50,3.24,14.71,3.24,1880000000.0,14.71,N/A,10.01,87.60,213.50,502900000.0,2.34,11870000000.0,0.75,56.18,1660000000.0,0.46,11.70,87.51,N/A,1.56,2.32,N/A,Consumer Staples,status
480,N/A,N/A,tdc,N/A,N/A,N/A,N/A,N/A,N/A,49.19,2.12,5.46,0.00,5.15,2160000000.0,2160000000.0,16.85,4570000000.0,49.19,26.95,11.74,0.00,0.00,0.00,1190000000.0,0.00,N/A,0.77,1020000000.0,1190000000.0,1020000000.0,6.90,6.90,6.90,6.90,251620000.0,1.24,0.84,106.48,N/A,6.41,18.77,N/A,Consumer Staples,status
481,N/A,N/A,te,N/A,N/A,N/A,N/A,N/A,N/A,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,N/A,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,N/A,N/A,N/A,N/A,N/A,N/A,Consumer Staples,status
482,N/A,N/A,teg,N/A,N/A,N/A,N/A,N/A,N/A,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,N/A,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,N/A,N/A,N/A,N/A,N/A,N/A,Consumer Staples,status
483,N/A,N/A,tel,N/A,N/A,N/A,N/A,N/A,N/A,19.90,2.51,3.63,0.00,16.79,13110000000.0,13110000000.0,36.94,32960000000.0,19.90,16.56,2.15,0.00,0.00,0.00,4040000000.0,0.00,N/A,4.71,1220000000.0,4040000000.0,1220000000.0,4340000000.0,4340000000.0,25.84,25.84,2320000000.0,1.10,65.10,0.00,N/A,1.95,0.80,N/A,Information Technology,status
484,N/A,N/A,ter,N/A,N/A,N/A,N/A,N/A,N/A,20.70,4.05,3.88,20.08,22.71,10.15,20.58,9.70,7870000000.0,6960000000.0,17.59,0.84,3.58,12.72,3.58,959570000.0,12.72,N/A,1.94,1410000000.0,31.00,1410000000.0,7.12,359240000.0,4.74,10.35,398410000.0,1.33,0.37,98.00,N/A,2.24,3.25,N/A,Information Technology,status
485,N/A,N/A,tgt,N/A,N/A,N/A,N/A,N/A,N/A,12.02,0.46,2.93,3.99,6.90,8.04,24.51,124.72,32350000000.0,42460000000.0,14.04,3.16,0.61,5.95,0.61,20620000000.0,5.95,N/A,4.95,1.20,1.60,2290000000.0,4.19,12250000000.0,0.91,20.32,6870000000.0,0.41,0.12,90.20,N/A,5.08,8.04,N/A,Consumer Discretionary,status
486,N/A,N/A,thc,N/A,N/A,N/A,N/A,N/A,N/A,10.89,0.07,3.64,1.01,6.25,3.11,5.43,193.34,1360000000.0,16100000000.000002,10.89,1.16,0.83,7.76,0.83,16500000000.0,7.76,N/A,1.95,4.71,1.40,4.71,4.71,15160000000.0,1.24,3.70,341250000.0,1.05,2.16,130.89,N/A,9.62,41.05,N/A,Consumer Discretionary,status
487,N/A,N/A,tibx,N/A,N/A,N/A,N/A,N/A,N/A,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,N/A,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,N/A,N/A,N/A,N/A,N/A,N/A,Consumer Discretionary,status
488,N/A,N/A,tif,N/A,N/A,N/A,N/A,N/A,N/A,26.41,2.99,3.85,11.41,18.92,9.21,15.14,32.42,12090000000.0,12180000000.0,22.46,2.42,3.02,12.57,3.02,2490000000.0,12.57,N/A,3.68,8.80,3.00,1040000000.0,8.38,1120000000.0,5.75,25.24,779900000.0,1.85,0.78,94.28,N/A,3.13,4.98,N/A,Consumer Discretionary,status
489,N/A,N/A,tjx,N/A,N/A,N/A,N/A,N/A,N/A,21.33,1.41,10.56,6.83,11.30,19.47,51.53,52.43,47640000000.0,46860000000.0,17.94,1.92,1.38,10.38,1.38,9620000000.0,10.38,N/A,3.53,1.60,6.00,2950000000.0,4.64,2230000000.0,1.62,7.14,3520000000.0,0.38,0.10,93.02,N/A,3.09,2.29,N/A,Consumer Discretionary,status
490,N/A,N/A,tm,N/A,N/A,N/A,N/A,N/A,N/A,11.16,0.73,1.16,6.74,6.87,2.56,11.15,167.36,182650000000.0,306830000000.0,0.73,0.73,1.23,9.67,1.23,31740000000.0,9.67,N/A,11.14,11.00,7.00,52900000000.0,35.56,174750000000.0,1.05,107.60,29530000000.0,0.79,0.00,0.80,N/A,0.00,0.00,N/A,Consumer Discretionary,status
491,N/A,N/A,tmk,N/A,N/A,N/A,N/A,N/A,N/A,19.04,2.54,2.04,13.97,21.25,2.42,10.96,34.02,10220000000.0,11540000000.0,17.22,2.31,2.87,13.35,2.87,1560000000.0,13.35,N/A,4.65,1.30,3.70,192040000.0,1.65,1440000000.0,0.32,43.47,1530000000.0,0.92,1.87,75.71,N/A,0.00,0.00,N/A,Financials,status
492,N/A,N/A,tmo,N/A,N/A,N/A,N/A,N/A,N/A,33.48,4.01,3.35,11.80,15.48,4.19,10.40,48.90,77070000000.0,91270000000.0,18.15,1.69,4.75,18.97,4.75,8369999999.999999,18.97,N/A,5.74,18.40,10.00,1.57,1.57,16899999999.999998,1.47,57.40,3120000000.0,1.09,0.21,89.88,N/A,1.66,0.54,N/A,Health Care,status
493,N/A,N/A,trip,N/A,N/A,N/A,N/A,N/A,N/A,51.88,3.11,3.51,6.26,9.85,3.89,6.72,10.67,4760000000.0,4170000000.0,32.05,5.70,2.72,20.83,2.72,1410000000.0,20.83,N/A,0.66,20.60,8.40,6.51,6.51,19.72,1.90,9.76,229250000.0,1.85,14.87,102.95,N/A,8.49,18.12,N/A,Consumer Discretionary,status
494,N/A,N/A,trow,N/A,N/A,N/A,N/A,N/A,N/A,17.65,5.57,4.78,32.83,42.92,18.28,25.83,18.43,24910000000.0,22910000000.0,17.60,1.56,5.12,11.13,5.12,4219999999.9999995,11.13,N/A,5.82,83.90,12.10,1800000000.0,7.49,3.36,3.36,21.51,323900000.0,1.15,3.94,74.05,N/A,6.97,5.38,N/A,Financials,status
495,N/A,N/A,trv,N/A,N/A,N/A,N/A,N/A,N/A,13.56,1.32,1.58,10.20,14.33,2.46,11.82,100.07,37280000000.0,38990000000.0,14.26,47.17,1.38,8.03,1.38,12550000000.0,8.03,N/A,10.04,10.40,5.90,5620000000.0,20.37,6920000000.0,0.40,86.47,4490000000.0,1.17,0.58,81.24,N/A,4.27,2.18,N/A,Financials,status
496,N/A,N/A,tsla,N/A,N/A,N/A,N/A,N/A,N/A,82.18,5.12,10.02,7.61,6.33,2.10,21.89,63.77,51520000000.0,57680000000.0,82.18,1.02,5.73,78.60,5.73,1600000000.0,78.60,N/A,4.85,3040000000.0,119.60,3040000000.0,18.19,9560000000.0,0.97,30.60,294540000.0,0.73,25.43,59.71,N/A,3.14,26.78,N/A,Financials,status
497,N/A,N/A,tsn,N/A,N/A,N/A,N/A,N/A,N/A,17.37,0.83,2.99,4.75,8.23,7.60,17.80,101.14,30920000000.0,40820000000.0,13.46,1.80,1.10,10.79,1.10,5080000000.0,10.79,N/A,4.74,7.60,4.80,0.64,0.64,10820000000.0,1.63,27.57,2290000000.0,0.35,2.21,90.17,N/A,0.14,0.00,N/A,Consumer Staples,status
498,N/A,N/A,tso,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Consumer Staples,status
499,N/A,N/A,tss,N/A,N/A,N/A,N/A,N/A,N/A,35.85,2.90,6.01,8.11,14.07,6.46,17.98,25.64,13580000000.0,16040000000.0,20.13,1.81,3.42,17.03,3.42,1180000000.0,17.03,N/A,2.06,65.00,6.10,427590000.0,2.32,3140000000.0,1.09,12.29,779620000.0,1.20,2.02,78.75,N/A,1.44,0.84,N/A,Information Technology,status
500,N/A,N/A,twc,N/A,N/A,N/A,N/A,N/A,N/A,212.40,212.40,212.40,212.40,212.40,212.40,212.40,212.40,212.40,212.40,212.40,212.40,212.40,212.40,212.40,212.40,212.40,N/A,212.40,212.40,212.40,212.40,212.40,212.40,212.40,212.40,212.40,212.40,N/A,N/A,N/A,N/A,N/A,N/A,Information Technology,status
501,N/A,N/A,twx,N/A,N/A,N/A,N/A,N/A,N/A,16.94,2.36,2.73,14.10,26.65,7.71,17.12,38.90,71090000000.0,92470000000.0,14.02,1.66,3.07,10.64,3.07,12940000000.0,10.64,N/A,5.39,11.60,5.40,1700000000.0,2.19,88.39,1.52,33.44,5150000000.0,1.04,0.15,80.21,N/A,2.35,1.04,N/A,Consumer Discretionary,status
502,N/A,N/A,txn,N/A,N/A,N/A,N/A,N/A,N/A,24.31,6.75,9.00,29.03,38.10,21.02,39.85,14.20,95780000000.0,96810000000.0,21.36,2.07,6.82,15.42,6.82,8240000000.0,15.42,N/A,4.00,28.90,12.80,2980000000.0,3.01,3580000000.0,4.00,10.80,4560000000.0,1.31,0.10,85.26,N/A,2.07,1.07,N/A,Information Technology,status
503,N/A,N/A,txt,N/A,N/A,N/A,N/A,N/A,N/A,16.78,1.05,2.56,6.45,7.61,4.25,14.11,51.05,14460000000.0,17820000000.0,19.13,3.07,1.29,11.94,1.29,2480000000.0,11.94,N/A,3.27,13.60,2.60,3.54,3.54,70.47,2.05,21.43,1310000000.0,1.46,0.14,82.57,N/A,2.16,1.35,N/A,Industrials,status
504,N/A,N/A,tyc,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Industrials,status
505,N/A,N/A,ua,N/A,N/A,N/A,N/A,N/A,N/A,23.74,1.09,2.56,4.35,7.34,6.25,11.43,11.35,5430000000.0,6050000000.0,37.84,12.56,1.21,11.49,1.21,2240000000.0,11.49,N/A,0.49,165680000.0,8.70,165680000.0,0.38,954720000.0,2.31,4.59,339630000.0,51.40,15.76,65.36,N/A,10.21,0.00,N/A,Consumer Discretionary,status
506,N/A,N/A,unh,N/A,N/A,N/A,N/A,N/A,N/A,25.75,1.12,4.74,4.39,7.33,6.83,19.80,204.13,219770000000.0,233750000000.0,20.94,1.51,1.19,14.48,1.19,67800000000.0,14.48,N/A,8.81,26.30,8.70,19790000000.0,20.01,29260000000.0,0.70,47.84,14760000000.0,0.50,1.55,88.97,N/A,3.35,1.04,N/A,Health Care,status
507,N/A,N/A,unm,N/A,N/A,N/A,N/A,N/A,N/A,13.60,1.13,1.37,8.57,13.94,1.53,10.38,48.53,12670000000.0,14470000000.0,12.72,2.68,1.29,8.69,1.29,3670000000.0,8.69,N/A,4.15,3.50,2.20,1240000000.0,5.49,2970000000.0,8.98,41.21,1200000000.0,1.58,0.36,95.92,N/A,3.24,2.10,N/A,Financials,status
508,N/A,N/A,unp,N/A,N/A,N/A,N/A,N/A,N/A,22.60,4.73,5.09,21.79,37.27,8.61,22.55,25.40,98100000000.0,114130000000.0,19.20,1.64,5.51,11.65,5.51,16190000000.000002,11.65,N/A,5.51,19.30,10.10,1380000000.0,1.72,15760000000.0,1.14,24.47,7460000000.0,0.98,0.09,81.15,N/A,2.36,1.07,N/A,Industrials,status
509,N/A,N/A,ups,N/A,N/A,N/A,N/A,N/A,N/A,29.58,1.65,83.78,5.68,8.92,8.99,182.11,71.83,103670000000.0,116570000000.0,18.48,2.49,1.85,14.86,1.85,47080000000.0,14.86,N/A,4.07,9.10,7.70,4610000000.0,5.32,18100000000.0,1.12,1.44,4400000000.0,0.82,0.01,69.46,N/A,3.47,1.24,N/A,Industrials,status
510,N/A,N/A,urbn,N/A,N/A,N/A,N/A,N/A,N/A,20.96,0.96,2.66,4.92,7.90,9.17,13.59,30.48,3390000000.0,3030000000.0,18.10,1.88,0.86,7.43,0.86,1240000000.0,7.43,N/A,1.49,35.10,2.00,386950000.0,3.52,2.53,2.53,11.76,377230000.0,0.60,37.39,87.39,N/A,5.66,29.20,N/A,Industrials,status
511,N/A,N/A,usb,N/A,N/A,N/A,N/A,N/A,N/A,16.59,4.64,2.15,30.29,42.48,1.33,12.38,11.58,91110000000.0,116070000000.0,14.72,2.53,5.91,30.29,5.91,5640000000.0,30.29,N/A,3.31,1.40,0.30,30470000000.0,18.22,53290000000.0,25.55,25.55,7430000000.0,0.97,0.13,75.96,N/A,3.51,1.14,N/A,Financials,status
512,N/A,N/A,utx,N/A,N/A,N/A,N/A,N/A,N/A,18.30,1.65,3.37,9.15,13.95,5.50,18.39,72.53,95920000000.0,113230000000.0,17.56,4.30,1.95,11.16,1.95,15780000000.0,11.16,N/A,6.57,4.40,2.70,9350000000.0,11.7,26630000000.0,1.37,35.61,6880000000.0,0.99,0.07,82.14,N/A,2.68,1.00,N/A,Industrials,status
513,N/A,N/A,v,N/A,N/A,N/A,N/A,N/A,N/A,41.18,14.14,9.59,36.54,66.86,11.61,20.04,7.64,251230000000.0,256890000000.0,23.46,1.67,14.46,21.11,14.46,15730000000.0,21.11,N/A,2.69,399.80,25.80,10190000000.0,4.46,15890000000.0,1.65,11.55,8890000000.0,1.09,0.08,95.58,N/A,4.05,1.97,N/A,Information Technology,status
514,N/A,N/A,vale,N/A,N/A,N/A,N/A,N/A,N/A,15.73,1.72,1.34,11.08,33.76,6.67,11.94,6.16,54660000000.0,79750000000.0,10.00,1.30,2.51,5.55,2.51,33490000000.000004,5.55,N/A,0.69,98.30,8.30,1.16,1.16,30600000000.0,1.88,8.16,11450000000.0,2.31,0.00,20.66,N/A,0.00,0.00,N/A,Information Technology,status
515,N/A,N/A,var,N/A,N/A,N/A,N/A,N/A,N/A,37.00,3.15,7.42,8.69,17.07,10.24,22.35,35.22,10300000000.0,9960000000.0,23.97,3.26,3.04,15.50,3.04,1160000000.0,15.50,N/A,3.04,8.50,3.00,658200000.0,7.17,26.11,1.62,15.16,421400000.0,0.73,0.31,104.92,N/A,7.65,7.58,N/A,Health Care,status
516,N/A,N/A,vfc,N/A,N/A,N/A,N/A,N/A,N/A,27.39,2.36,7.75,9.01,13.30,10.59,27.10,29.36,28370000000.0,30870000000.0,20.87,3.39,2.57,16.48,2.57,5820000000.0,16.48,N/A,2.62,115.40,1.70,672540000.0,1.71,3290000000.0,1.60,9.27,1460000000.0,0.72,0.69,88.06,N/A,11.28,8.76,N/A,Consumer Discretionary,status
517,N/A,N/A,viab,N/A,N/A,N/A,N/A,N/A,N/A,7.82,0.89,2.11,11.04,20.52,7.39,29.62,33.05,11710000000.0,22140000000.0,7.38,1.32,1.68,7.57,1.68,2920000000.0,7.57,N/A,3.63,58.10,8.30,1.06,1.06,11170000000.0,1.35,13.44,1620000000.0,1.76,0.59,93.67,N/A,4.05,5.60,N/A,Consumer Discretionary,status
518,N/A,N/A,vitc,N/A,N/A,N/A,N/A,N/A,N/A,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,N/A,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,N/A,N/A,N/A,N/A,N/A,N/A,Consumer Discretionary,status
